1.47847,0.589073,-1.51158,-2.32405,0.759578,2.20521,-2.88998,0,0
1.47844,0.589058,-1.5116,-2.32403,0.759548,2.20517,-2.88994,0,0
1.47839,0.589036,-1.51163,-2.32399,0.759503,2.20511,-2.88988,0,0
1.47833,0.589006,-1.51167,-2.32394,0.759443,2.20504,-2.8898,0,0
1.47826,0.588968,-1.51172,-2.32388,0.759369,2.20494,-2.8897,0,0
1.47817,0.588923,-1.51178,-2.3238,0.759279,2.20482,-2.88958,0,0
1.47806,0.588871,-1.51185,-2.32371,0.759175,2.20468,-2.88945,0,0
1.47794,0.588811,-1.51193,-2.32361,0.759055,2.20452,-2.88929,0,0
1.47781,0.588743,-1.51202,-2.3235,0.758921,2.20434,-2.88911,0,0
1.47766,0.588668,-1.51212,-2.32338,0.758772,2.20414,-2.88891,0,0
1.47749,0.588586,-1.51223,-2.32324,0.758607,2.20392,-2.88869,0,0
1.47731,0.588496,-1.51235,-2.32309,0.758428,2.20368,-2.88846,0,0
1.47712,0.588398,-1.51248,-2.32293,0.758234,2.20342,-2.8882,0,0
1.47691,0.588293,-1.51262,-2.32275,0.758025,2.20314,-2.88792,0,0
1.47669,0.588181,-1.51277,-2.32257,0.757801,2.20285,-2.88762,0,0
1.47645,0.588061,-1.51293,-2.32237,0.757562,2.20253,-2.88731,0,0
1.47619,0.587934,-1.5131,-2.32216,0.757308,2.20219,-2.88697,0,0
1.47592,0.587799,-1.51328,-2.32193,0.75704,2.20183,-2.88661,0,0
1.47564,0.587656,-1.51347,-2.32169,0.756756,2.20145,-2.88624,0,0
1.47534,0.587506,-1.51367,-2.32144,0.756457,2.20105,-2.88584,0,0
1.47502,0.587349,-1.51388,-2.32118,0.756144,2.20064,-2.88543,0,0
1.47469,0.587184,-1.5141,-2.32091,0.755815,2.2002,-2.88499,0,0
1.47435,0.587012,-1.51433,-2.32062,0.755472,2.19974,-2.88453,0,0
1.47399,0.586832,-1.51457,-2.32032,0.755113,2.19926,-2.88406,0,0
1.47361,0.586644,-1.51482,-2.32001,0.75474,2.19876,-2.88356,0,0
1.47323,0.58645,-1.51508,-2.31969,0.754352,2.19825,-2.88305,0,0
1.47282,0.586247,-1.51535,-2.31935,0.753949,2.19771,-2.88251,0,0
1.4724,0.586037,-1.51563,-2.319,0.753531,2.19715,-2.88196,0,0
1.47197,0.58582,-1.51592,-2.31864,0.753098,2.19657,-2.88138,0,0
1.47152,0.585595,-1.51622,-2.31826,0.752649,2.19598,-2.88079,0,0
1.47105,0.585363,-1.51653,-2.31788,0.752187,2.19536,-2.88017,0,0
1.47057,0.585123,-1.51685,-2.31748,0.751709,2.19472,-2.87954,0,0
1.47008,0.584876,-1.51718,-2.31707,0.751216,2.19407,-2.87888,0,0
1.46957,0.584621,-1.51752,-2.31664,0.750708,2.19339,-2.87821,0,0
1.46905,0.584359,-1.51787,-2.31621,0.750185,2.19269,-2.87752,0,0
1.46851,0.584089,-1.51823,-2.31576,0.749648,2.19197,-2.8768,0,0
1.46795,0.583812,-1.5186,-2.3153,0.749095,2.19124,-2.87607,0,0
1.46738,0.583527,-1.51898,-2.31482,0.748527,2.19048,-2.87531,0,0
1.4668,0.583235,-1.51937,-2.31434,0.747945,2.1897,-2.87454,0,0
1.4662,0.582935,-1.51977,-2.31384,0.747347,2.18891,-2.87375,0,0
1.46559,0.582628,-1.52018,-2.31333,0.746735,2.18809,-2.87293,0,0
1.46496,0.582314,-1.5206,-2.3128,0.746107,2.18726,-2.8721,0,0
1.46431,0.581991,-1.52103,-2.31227,0.745465,2.1864,-2.87125,0,0
1.46366,0.581662,-1.52147,-2.31172,0.744808,2.18552,-2.87037,0,0
1.46298,0.581325,-1.52192,-2.31116,0.744136,2.18463,-2.86948,0,0
1.46229,0.58098,-1.52238,-2.31059,0.743448,2.18371,-2.86857,0,0
1.46159,0.580628,-1.52285,-2.31,0.742746,2.18277,-2.86763,0,0
1.46087,0.580269,-1.52333,-2.3094,0.742029,2.18182,-2.86668,0,0
1.46014,0.579902,-1.52382,-2.30879,0.741297,2.18084,-2.86571,0,0
1.45939,0.579527,-1.52432,-2.30817,0.74055,2.17985,-2.86471,0,0
1.45863,0.579145,-1.52483,-2.30753,0.739788,2.17883,-2.8637,0,0
1.45785,0.578756,-1.52535,-2.30688,0.739011,2.17779,-2.86267,0,0
1.45705,0.578359,-1.52588,-2.30622,0.738219,2.17674,-2.86162,0,0
1.45624,0.577954,-1.52642,-2.30555,0.737413,2.17566,-2.86054,0,0
1.45542,0.577542,-1.52697,-2.30486,0.736591,2.17457,-2.85945,0,0
1.45458,0.577123,-1.52753,-2.30417,0.735754,2.17345,-2.85834,0,0
1.45373,0.576696,-1.5281,-2.30346,0.734902,2.17232,-2.85721,0,0
1.45286,0.576262,-1.52868,-2.30273,0.734036,2.17116,-2.85605,0,0
1.45198,0.57582,-1.52927,-2.302,0.733154,2.16999,-2.85488,0,0
1.45108,0.57537,-1.52986,-2.30125,0.732258,2.16879,-2.85369,0,0
1.45017,0.574914,-1.53045,-2.30049,0.731346,2.16758,-2.85248,0,0
1.44924,0.574449,-1.53103,-2.29972,0.73042,2.16634,-2.85124,0,0
1.44829,0.573977,-1.5316,-2.29893,0.729478,2.16509,-2.84999,0,0
1.44733,0.573498,-1.53216,-2.29813,0.728522,2.16381,-2.84872,0,0
1.44636,0.573011,-1.53271,-2.29732,0.727551,2.16252,-2.84743,0,0
1.44537,0.572517,-1.53325,-2.2965,0.726564,2.1612,-2.84612,0,0
1.44437,0.572015,-1.53378,-2.29566,0.725563,2.15987,-2.84478,0,0
1.44335,0.571505,-1.5343,-2.29482,0.724547,2.15851,-2.84343,0,0
1.44232,0.570989,-1.53481,-2.29396,0.723516,2.15714,-2.84206,0,0
1.44127,0.570464,-1.53531,-2.29308,0.722469,2.15574,-2.84067,0,0
1.4402,0.569932,-1.53579,-2.2922,0.721408,2.15433,-2.83926,0,0
1.43913,0.569393,-1.53627,-2.2913,0.720332,2.15289,-2.83783,0,0
1.43803,0.568846,-1.53674,-2.29039,0.719241,2.15144,-2.83637,0,0
1.43692,0.568292,-1.5372,-2.28947,0.718135,2.14996,-2.8349,0,0
1.4358,0.56773,-1.53765,-2.28853,0.717014,2.14847,-2.83341,0,0
1.43466,0.567161,-1.53809,-2.28759,0.715878,2.14696,-2.8319,0,0
1.43351,0.566584,-1.53852,-2.28663,0.714727,2.14542,-2.83037,0,0
1.43234,0.566,-1.53893,-2.28565,0.713562,2.14387,-2.82882,0,0
1.43116,0.565409,-1.53934,-2.28467,0.712381,2.14229,-2.82724,0,0
1.42996,0.564809,-1.53974,-2.28367,0.711185,2.1407,-2.82565,0,0
1.42875,0.564203,-1.54013,-2.28266,0.709974,2.13908,-2.82404,0,0
1.42755,0.563589,-1.54051,-2.28164,0.708748,2.13745,-2.82241,0,0
1.42637,0.562967,-1.54088,-2.28061,0.707508,2.1358,-2.82076,0,0
1.4252,0.562338,-1.54124,-2.27956,0.706252,2.13412,-2.81909,0,0
1.42405,0.561702,-1.54159,-2.2785,0.704981,2.13243,-2.8174,0,0
1.42291,0.561058,-1.54193,-2.27743,0.703696,2.13071,-2.81569,0,0
1.42179,0.560406,-1.54225,-2.27634,0.702395,2.12898,-2.81395,0,0
1.42068,0.559748,-1.54257,-2.27525,0.70108,2.12722,-2.8122,0,0
1.41959,0.559081,-1.54288,-2.27414,0.699749,2.12545,-2.81043,0,0
1.41851,0.558407,-1.54318,-2.27302,0.698404,2.12366,-2.80864,0,0
1.41745,0.557726,-1.54347,-2.27188,0.697043,2.12184,-2.80683,0,0
1.4164,0.557037,-1.54375,-2.27074,0.695668,2.12001,-2.805,0,0
1.41537,0.556341,-1.54402,-2.26958,0.694277,2.11816,-2.80315,0,0
1.41436,0.555637,-1.54428,-2.26841,0.692872,2.11628,-2.80128,0,0
1.41335,0.554926,-1.54453,-2.26722,0.691451,2.11439,-2.79939,0,0
1.41237,0.554207,-1.54477,-2.26603,0.690016,2.11247,-2.79748,0,0
1.4114,0.553481,-1.545,-2.26482,0.688566,2.11054,-2.79554,0,0
1.41044,0.552747,-1.54522,-2.2636,0.687101,2.10859,-2.79359,0,0
1.4095,0.552006,-1.54543,-2.26236,0.68562,2.10661,-2.79162,0,0
1.40857,0.551258,-1.54562,-2.26112,0.684125,2.10462,-2.78963,0,0
1.40766,0.550502,-1.54581,-2.25986,0.682615,2.10263,-2.78762,0,0
1.40676,0.549738,-1.54599,-2.25859,0.68109,2.10063,-2.78559,0,0
1.40588,0.548967,-1.54616,-2.25731,0.679549,2.09864,-2.78354,0,0
1.40502,0.548189,-1.54632,-2.25601,0.677994,2.09665,-2.78147,0,0
1.40417,0.547403,-1.54647,-2.2547,0.676424,2.09465,-2.77938,0,0
1.40333,0.546609,-1.54661,-2.25338,0.674839,2.09266,-2.77727,0,0
1.40251,0.545808,-1.54674,-2.25205,0.673239,2.09066,-2.77514,0,0
1.4017,0.545,-1.54686,-2.2507,0.671624,2.08867,-2.77299,0,0
1.40091,0.544184,-1.54697,-2.24934,0.669994,2.08668,-2.77082,0,0
1.40013,0.543361,-1.54706,-2.24797,0.668349,2.08468,-2.76862,0,0
1.39937,0.54253,-1.54715,-2.24659,0.666689,2.08269,-2.76641,0,0
1.39863,0.541692,-1.54723,-2.24519,0.665014,2.08069,-2.76418,0,0
1.3979,0.540846,-1.5473,-2.24378,0.663324,2.0787,-2.76193,0,0
1.39718,0.539993,-1.54736,-2.24236,0.661619,2.0767,-2.75966,0,0
1.39648,0.539133,-1.54741,-2.24093,0.659899,2.07471,-2.75737,0,0
1.39579,0.538265,-1.54745,-2.23948,0.658164,2.07272,-2.75506,0,0
1.39512,0.537389,-1.54748,-2.23802,0.656415,2.07072,-2.75273,0,0
1.39446,0.536506,-1.54749,-2.23655,0.65465,2.06873,-2.75038,0,0
