0.5,-0.4875,0.1
0.5,-0.487365,0.1
0.5,-0.48723,0.1
0.5,-0.487095,0.1
0.5,-0.48696,0.1
0.5,-0.486825,0.1
0.5,-0.48669,0.1
0.5,-0.486555,0.1
0.5,-0.48642,0.1
0.5,-0.486285,0.1
0.5,-0.48615,0.1
0.5,-0.486015,0.1
0.5,-0.48588,0.1
0.5,-0.485745,0.1
0.5,-0.48561,0.1
0.5,-0.485475,0.1
0.5,-0.48534,0.1
0.5,-0.485205,0.1
0.5,-0.48507,0.1
0.5,-0.484935,0.1
0.5,-0.4848,0.1
0.5,-0.484665,0.1
0.5,-0.48453,0.1
0.5,-0.484395,0.1
0.5,-0.48426,0.1
0.5,-0.484125,0.1
0.5,-0.48399,0.1
0.5,-0.483855,0.1
0.5,-0.48372,0.1
0.5,-0.483585,0.1
0.5,-0.48345,0.1
0.5,-0.483315,0.1
0.5,-0.48318,0.1
0.5,-0.483045,0.1
0.5,-0.48291,0.1
0.5,-0.482775,0.1
0.5,-0.48264,0.1
0.5,-0.482505,0.1
0.5,-0.48237,0.1
0.5,-0.482235,0.1
0.5,-0.4821,0.1
0.5,-0.481965,0.1
0.5,-0.48183,0.1
0.5,-0.481695,0.1
0.5,-0.48156,0.1
0.5,-0.481425,0.1
0.5,-0.48129,0.1
0.5,-0.481155,0.1
0.5,-0.48102,0.1
0.5,-0.480885,0.1
0.5,-0.48075,0.1
0.5,-0.480615,0.1
0.5,-0.48048,0.1
0.5,-0.480345,0.1
0.5,-0.48021,0.1
0.5,-0.480075,0.1
0.5,-0.47994,0.1
0.5,-0.479805,0.1
0.5,-0.47967,0.1
0.5,-0.479535,0.1
0.5,-0.4794,0.1
0.5,-0.479265,0.1
0.5,-0.47913,0.1
0.5,-0.478995,0.1
0.5,-0.47886,0.1
0.5,-0.478725,0.1
0.5,-0.47859,0.1
0.5,-0.478455,0.1
0.5,-0.47832,0.1
0.5,-0.478185,0.1
0.5,-0.47805,0.1
0.5,-0.477915,0.1
0.5,-0.47778,0.1
0.5,-0.477645,0.1
0.5,-0.47751,0.1
0.5,-0.477375,0.1
0.5,-0.47724,0.1
0.5,-0.477105,0.1
0.5,-0.47697,0.1
0.5,-0.476835,0.1
0.5,-0.4767,0.1
0.5,-0.476565,0.1
0.5,-0.47643,0.1
0.5,-0.476295,0.1
0.5,-0.47616,0.1
0.5,-0.476025,0.1
0.5,-0.47589,0.1
0.5,-0.475755,0.1
0.5,-0.47562,0.1
0.5,-0.475485,0.1
0.5,-0.47535,0.1
0.5,-0.475215,0.1
0.5,-0.47508,0.1
0.5,-0.474945,0.1
0.5,-0.47481,0.1
0.5,-0.474675,0.1
